S.No,DDOCODE,HOA,"ACCOUNT TYPE","BALANCE(in Rs.)","LOC(in Rs.)"
1,27020803001,8443008000027000000NVN,LOC,367583,229000
2,27022501012,8449001200024000000NVN,LOC,0,0
3,27020107002,8449001200063000000NVN,LOC,168807714,168807714
4,27021207001,8443001060001000000NVN,LOC,436160,197531
5,27021903001,8448001200005001000NVN,LOC,0,0
6,27020404001,8449001200022000000NVN,LOC,0,0
7,27021311001,8449001200017000000NVN,LOC,1262727955,235466351
8,27022501008,8449001200002101000NVN,LOC,21369000,21369000
9,27022002001,8448001200022000000NVN,LOC,107001615,107001615
10,27022501011,8449001200033000000NVN,LOC,65297405,48973054
11,27022403001,8448001100043000000NVN,LOC,480438346,478079270
12,27022501010,8449001200002103000NVN,LOC,0,0
13,27022501002,8449001200031000000NVN,LOC,231691198,260399
14,27021102002,8443008000001000000NVN,LOC,0,0
15,27020302001,8448001100045000000NVN,LOC,0,0
16,27020901004,8449001200097000000NVN,LOC,0,0
17,27022207003,8448001100044000000NVN,LOC,0,0
18,27021226001,8342001030009000000NVN,LOC,585215,585215
19,27022406001,8449001200014001000NVN,LOC,2823084928,2589382111
20,27021906001,8448001100032000000NVN,LOC,17170000,0
21,27021334001,8449001200059000000NVN,LOC,0,0
22,27020306001,8443001110006000000NVN,LOC,62569502,62569502
23,27021901003,8448001200005002000NVN,LOC,5000000,0
24,27022503001,8448001100066000000NVN,LOC,71571277,58139782
25,27020909001,8449001200061000000NVN,LOC,1414292005,233652468
26,27020103001,8449001200092000000NVN,LOC,415021490,156831452
27,27022808001,8448001100029000000NVN,LOC,19376971,19376971
28,27020111001,8448001100026000000NVN,LOC,223134000,223134000
29,27021802002,8448001200036000000NVN,LOC,880735000,880735000
30,27022501009,8449001200002102000NVN,LOC,36250000,0
31,27020302002,8448001100055000000NVN,LOC,0,0
32,27022501003,8449001200087000000NVN,LOC,120533702,95393044
33,27022806001,8449001200035000000NVN,LOC,2942808,0
34,27021301002,8449001200036000000NVN,LOC,37667000,37667000
35,27022501007,8449001200089000000NVN,LOC,72257605,54193204
36,27020702002,8342001170004002000NVN,LOC,102615072,12497928
37,27021307001,8449001200093000000NVN,LOC,27208129,17515423
38,27022211001,8448001200033000000NVN,LOC,0,0
39,27022409001,8448001100024000000NVN,LOC,544405063,488426954
40,27020102001,8449001200005000000NVN,LOC,1285267046,19197018
41,27022201001,8448001200035000000NVN,LOC,81507002,53321479
42,27020102002,8449001200030000000NVN,LOC,746620895,50982922
43,27021901001,8448001200005004000NVN,LOC,15000100,0
44,27020705001,8342001170004002000NVN,LOC,0,0
45,27020602003,8342001200010000000NVN,LOC,61324000,57679000
46,27022405001,8448001200009000000NVN,LOC,31818174,17052354
47,27022802001,8443008000013000000NVN,LOC,147295536,142612824
48,27020902001,8443001060001000000NVN,LOC,7010169,5132600
49,27021014001,8443001040001000000NVN,LOC,67641008,0
50,27020901001,8449001200042000000NVN,LOC,677330038,561820212
51,27020603001,8449001200053001000NVN,LOC,0,0
52,27022601001,8449001200047000000NVN,LOC,56018180,0
53,27020901003,8443008000028000000NVN,LOC,100,0
54,27021008001,8449001200048000000NVN,LOC,86063266,63200179
55,27020102003,8449001200043000000NVN,LOC,1301057421,1301057421
56,27020104001,8448001200002000000NVN,LOC,562396310,467978836
57,27020317001,8443001230001000000NVN,LOC,515433612,53912504
58,27020407001,8449001200072000000NVN,LOC,0,0
59,27021802001,8443001060001000000NVN,LOC,438104963,312174620
60,27022407001,8449001200027000000NVN,LOC,836377297,691966980
61,27020815001,8449001200016000000NVN,LOC,34635695,20907076
62,27022501005,8449001200080000000NVN,LOC,307345817,230509363
63,27021304001,8449001200025000000NVN,LOC,156868000,0
64,27021312002,8449001200098000000NVN,LOC,4911046262,2583901662
65,27020304002,8448001100011000000NVN,LOC,0,0
66,27022607001,8342001030010000000NVN,LOC,74503358,5634358
67,27020801001,8443008000002001000NVN,LOC,480438346,2680016804
68,27021316001,8449001200067000000NVN,LOC,479705,4300
69,27020105001,8448001200002000000NVN,LOC,39326180,0
70,27020107001,8449001200062000000NVN,LOC,0,0
71,27021905002,8449001200045000000NVN,LOC,37678370,0
72,27021905001,8449001200038000000NVN,LOC,194432874,94536040
73,27022402001,8448001200020000000NVN,LOC,1626000,1626000
74,27020308001,8448001100034000000NVN,LOC,10222227,8389712
75,27021502001,8449001200077000000NVN,LOC,90261017,78033449
76,27020801001,8443008000002002000NVN,LOC,418387,0
77,27020406001,8449001200074000000NVN,LOC,0,0
78,27020602002,8449001200053002000NVN,LOC,456302201,422985267
79,27020202001,8449001200009000000NVN,LOC,79400000,29400000
80,27021331001,8449001200041000000NVN,LOC,359,364
81,27022502001,8449001200019000000NVN,LOC,987901326,712807914
82,27022706001,8449001200032000000NVN,LOC,0,0
83,27022501004,8449001200086000000NVN,LOC,21750000,21750000
84,27020702002,8342001170004001000NVN,LOC,34517773,9312587
85,27020705001,8342001170004001000NVN,LOC,-39244565,0
86,27021506001,8443001110004000000NVN,LOC,224648,25312
87,27022003001,8449001200056000000NVN,LOC,686025256,470420874
88,27022707001,8449001200028000000NVN,LOC,67520947,51416729
89,27022501006,8449001200082000000NVN,LOC,79488702,59616527
90,27021301001,8449001200010000000NVN,LOC,4122360,0
91,27022207001,8448001200029000000NVN,LOC,2044576969,452501000
92,27021802004,8449001200050000000NVN,LOC,300000000,300000000
93,27021305001,8449001200001000000NVN,LOC,585509017,530390481
94,27020913001,8449001200071000000NVN,LOC,2574642863,43749830
95,27022304001,8443008000009000000NVN,LOC,1787327375,634740189
96,27020204001,8449001200060000000NVN,LOC,86306458,45817296
97,27021503001,8342001200009000000NVN,LOC,1932900691,1264367137
98,27020330001,8448001100031000000NVN,LOC,0,0
99,27020331001,8448001100030000000NVN,LOC,23200000,11600000
100,27022207004,8449001200075000000NVN,LOC,0,0
