S.No,DDOCODE,HOA,"ACCOUNT TYPE","BALANCE(in Rs.)","LOC(in Rs.)"
1,27021334001,8449001200059000000NVN,LOC,40495655,40495655
2,27021901003,8448001200005002000NVN,LOC,5000000,0
3,27022501003,8449001200087000000NVN,LOC,158033702,95393044
4,27020705001,8342001170004002000NVN,LOC,0,0
5,27022201001,8448001200035000000NVN,LOC,74942363,46756840
6,27022501007,8449001200089000000NVN,LOC,109757605,54193204
7,27020702002,8342001170004002000NVN,LOC,95837161,5720017
8,27020902001,8443001060001000000NVN,LOC,7200169,5107600
9,27020102002,8449001200030000000NVN,LOC,669507694,448577432
10,27022601001,8449001200047000000NVN,LOC,56018180,0
11,27021802001,8443001060001000000NVN,LOC,995950815,869274504
12,27020603001,8449001200053001000NVN,LOC,1916668000,1916668000
13,27020901003,8443008000028000000NVN,LOC,100,0
14,27020107001,8449001200062000000NVN,LOC,96000000,96000000
15,27021305001,8449001200001000000NVN,LOC,334655761,279537225
16,27022304001,8443008000009000000NVN,LOC,1669138645,625755203
17,27020913001,8449001200071000000NVN,LOC,3273708582,1976788221
18,27022501002,8449001200031000000NVN,LOC,306691198,260399
19,27021102002,8443008000001000000NVN,LOC,621618000,0
20,27022806001,8449001200035000000NVN,LOC,2942808,0
21,27021905001,8449001200038000000NVN,LOC,287724599,187827765
22,27021905002,8449001200045000000NVN,LOC,36428370,5000000
23,27021316001,8449001200067000000NVN,LOC,479705,4300
24,27022402001,8448001200020000000NVN,LOC,1626000,1626000
25,27021802004,8449001200050000000NVN,LOC,600000000,600000000
26,27020204001,8449001200060000000NVN,LOC,52043998,11554836
27,27022501012,8449001200024000000NVN,LOC,0,0
28,27021207001,8443001060001000000NVN,LOC,436860,197531
29,27020404001,8449001200022000000NVN,LOC,0,0
30,27021903001,8448001200005001000NVN,LOC,5000000,0
31,27022002001,8448001200022000000NVN,LOC,100853195,100853195
32,27022501011,8449001200033000000NVN,LOC,115297405,48973054
33,27022501008,8449001200002101000NVN,LOC,71369000,21369000
34,27021311001,8449001200017000000NVN,LOC,1231973980,204712376
35,27022403001,8448001100043000000NVN,LOC,521984862,425687660
36,27020803001,8443008000027000000NVN,LOC,354628,229000
37,27020406001,8449001200074000000NVN,LOC,0,0
38,27020107002,8449001200063000000NVN,LOC,30980294,30980294
39,27022501010,8449001200002103000NVN,LOC,37500000,0
40,27020302001,8448001100045000000NVN,LOC,0,0
41,27020901004,8449001200097000000NVN,LOC,0,0
42,27021906001,8448001100032000000NVN,LOC,11338392,11338392
43,27022207003,8448001100044000000NVN,LOC,0,0
44,27022406001,8449001200014001000NVN,LOC,3923789328,3690086511
45,27022503001,8448001100066000000NVN,LOC,61423180,47991685
46,27020306001,8443001110006000000NVN,LOC,60053547,60053547
47,27020909001,8449001200061000000NVN,LOC,1177757705,1161217168
48,27021901001,8448001200005004000NVN,LOC,100,0
49,27020602003,8342001200010000000NVN,LOC,61324000,57679000
50,27020102001,8449001200005000000NVN,LOC,1291275130,998028932
51,27022501009,8449001200002102000NVN,LOC,86250000,0
52,27020111001,8448001100026000000NVN,LOC,0,0
53,27020103001,8449001200092000000NVN,LOC,491491490,157325754
54,27022211001,8448001200033000000NVN,LOC,0,0
55,27021802002,8448001200036000000NVN,LOC,880735000,880735000
56,27020302002,8448001100055000000NVN,LOC,0,0
57,27021008001,8449001200048000000NVN,LOC,50066766,27203679
58,27021301002,8449001200036000000NVN,LOC,18667000,18667000
59,27022405001,8448001200009000000NVN,LOC,46409098,40975278
60,27021307001,8449001200093000000NVN,LOC,26991880,17295974
61,27020317001,8443001230001000000NVN,LOC,449086869,362058375
62,27020407001,8449001200072000000NVN,LOC,0,0
63,27020901001,8449001200042000000NVN,LOC,803860510,516092684
64,27021312002,8449001200098000000NVN,LOC,4892949262,2565804662
65,27020801001,8443008000002001000NVN,LOC,708117823,2680016804
66,27022501005,8449001200080000000NVN,LOC,382345817,230509363
67,27022407001,8449001200027000000NVN,LOC,835389144,632228827
68,27021304001,8449001200025000000NVN,LOC,156868000,0
69,27020304002,8448001100011000000NVN,LOC,0,0
70,27021014001,8443001040001000000NVN,LOC,67649288,0
71,27020815001,8449001200016000000NVN,LOC,21749943,8271324
72,27022207001,8448001200029000000NVN,LOC,1809376969,637301000
73,27021506001,8443001110004000000NVN,LOC,226455,25312
74,27020102003,8449001200043000000NVN,LOC,1,1
75,27020602002,8449001200053002000NVN,LOC,431383278,397444782
76,27022707001,8449001200028000000NVN,LOC,61981737,46977519
77,27022502001,8449001200019000000NVN,LOC,1462901326,712807914
78,27021331001,8449001200041000000NVN,LOC,359,364
79,27022706001,8449001200032000000NVN,LOC,0,0
80,27021301001,8449001200010000000NVN,LOC,4122360,0
81,27022501006,8449001200082000000NVN,LOC,116988702,59616527
82,27022501004,8449001200086000000NVN,LOC,59250000,21750000
83,27022003001,8449001200056000000NVN,LOC,682559907,572994754
84,27020702002,8342001170004001000NVN,LOC,34517773,9312587
85,27020705001,8342001170004001000NVN,LOC,-62841411,0
86,27020202001,8449001200009000000NVN,LOC,314399000,307887000
87,27020801001,8443008000002002000NVN,LOC,426319,0
88,27021502001,8449001200077000000NVN,LOC,103901117,69242909
89,27020308001,8448001100034000000NVN,LOC,9876459,8043944
90,27020104001,8448001200002000000NVN,LOC,617028862,453732623
91,27022808001,8448001100029000000NVN,LOC,10286898,10286898
92,27020105001,8448001200002000000NVN,LOC,159335649,0
93,27022409001,8448001100024000000NVN,LOC,404414638,348436529
94,27021226001,8342001030009000000NVN,LOC,2801179,1179
95,27022607001,8342001030010000000NVN,LOC,4885030,4885030
96,27021503001,8342001200009000000NVN,LOC,1892489264,1223955710
97,27022802001,8443008000013000000NVN,LOC,147000374,142317662
98,27020330001,8448001100031000000NVN,LOC,0,0
99,27020331001,8448001100030000000NVN,LOC,23200000,11600000
100,27022207004,8449001200075000000NVN,LOC,22502878000,20406739000
