S.No,DDOCODE,HOA,"ACCOUNT TYPE","BALANCE(in Rs.)","LOC(in Rs.)"
1,27021102002,8443008000001000000NVN,LOC,238771000,238771000
2,27022501002,8449001200031000000NVN,LOC,231691198,260399
3,27021334001,8449001200059000000NVN,LOC,0,0
4,27021901003,8448001200005002000NVN,LOC,5000000,0
5,27020102002,8449001200030000000NVN,LOC,706291279,14753306
6,27020705001,8342001170004002000NVN,LOC,0,0
7,27020702002,8342001170004002000NVN,LOC,95837161,5720017
8,27020902001,8443001060001000000NVN,LOC,6986169,5107600
9,27022501003,8449001200087000000NVN,LOC,120533702,95393044
10,27022806001,8449001200035000000NVN,LOC,2942808,0
11,27022501007,8449001200089000000NVN,LOC,72257605,54193204
12,27022201001,8448001200035000000NVN,LOC,81507002,53321479
13,27020901003,8443008000028000000NVN,LOC,100,0
14,27020603001,8449001200053001000NVN,LOC,0,0
15,27021802001,8443001060001000000NVN,LOC,527021847,311966504
16,27022601001,8449001200047000000NVN,LOC,56018180,0
17,27021905001,8449001200038000000NVN,LOC,179688199,74791365
18,27021316001,8449001200067000000NVN,LOC,479705,4300
19,27020107001,8449001200062000000NVN,LOC,0,0
20,27021905002,8449001200045000000NVN,LOC,37678370,0
21,27022402001,8448001200020000000NVN,LOC,1626000,1626000
22,27021802004,8449001200050000000NVN,LOC,600000000,600000000
23,27021305001,8449001200001000000NVN,LOC,451595498,396476962
24,27022304001,8443008000009000000NVN,LOC,3083711913,221945916
25,27020913001,8449001200071000000NVN,LOC,2550057616,56100583
26,27020204001,8449001200060000000NVN,LOC,69203998,28714836
27,27021207001,8443001060001000000NVN,LOC,428160,189531
28,27022501012,8449001200024000000NVN,LOC,0,0
29,27021903001,8448001200005001000NVN,LOC,0,0
30,27020404001,8449001200022000000NVN,LOC,0,0
31,27021311001,8449001200017000000NVN,LOC,1261528796,234267192
32,27022002001,8448001200022000000NVN,LOC,107001615,107001615
33,27022501008,8449001200002101000NVN,LOC,21369000,21369000
34,27022501011,8449001200033000000NVN,LOC,65297405,48973054
35,27022403001,8448001100043000000NVN,LOC,429631586,427272510
36,27020803001,8443008000027000000NVN,LOC,367583,250800
37,27020107002,8449001200063000000NVN,LOC,48982086,48982086
38,27022501010,8449001200002103000NVN,LOC,0,0
39,27020302001,8448001100045000000NVN,LOC,0,0
40,27020901004,8449001200097000000NVN,LOC,0,0
41,27022207003,8448001100044000000NVN,LOC,0,0
42,27022406001,8449001200014001000NVN,LOC,3924833328,2646130511
43,27021906001,8448001100032000000NVN,LOC,17170000,17170000
44,27022503001,8448001100066000000NVN,LOC,68177304,54745809
45,27020306001,8443001110006000000NVN,LOC,62569502,62569502
46,27020909001,8449001200061000000NVN,LOC,1227292605,959943068
47,27021901001,8448001200005004000NVN,LOC,100,0
48,27020602003,8342001200010000000NVN,LOC,61324000,57679000
49,27022405001,8448001200009000000NVN,LOC,35313211,16583391
50,27020103001,8449001200092000000NVN,LOC,415021490,156831452
51,27022211001,8448001200033000000NVN,LOC,0,0
52,27020111001,8448001100026000000NVN,LOC,223134000,223134000
53,27021802002,8448001200036000000NVN,LOC,880735000,880735000
54,27022501009,8449001200002102000NVN,LOC,36250000,0
55,27020302002,8448001100055000000NVN,LOC,0,0
56,27021008001,8449001200048000000NVN,LOC,50066766,27203679
57,27020102001,8449001200005000000NVN,LOC,1143931397,1054693199
58,27021301002,8449001200036000000NVN,LOC,28167000,28167000
59,27021307001,8449001200093000000NVN,LOC,27059604,17366898
60,27022407001,8449001200027000000NVN,LOC,789039714,635379397
61,27020317001,8443001230001000000NVN,LOC,453753660,42039656
62,27022501005,8449001200080000000NVN,LOC,308670817,230509363
63,27020407001,8449001200072000000NVN,LOC,0,0
64,27020801001,8443008000002001000NVN,LOC,480438446,2680016804
65,27021304001,8449001200025000000NVN,LOC,156868000,0
66,27020304002,8448001100011000000NVN,LOC,0,0
67,27020901001,8449001200042000000NVN,LOC,620538038,505028212
68,27021312002,8449001200098000000NVN,LOC,4911046262,2583901662
69,27021014001,8443001040001000000NVN,LOC,67641008,0
70,27020602002,8449001200053002000NVN,LOC,430772952,397456018
71,27022207001,8448001200029000000NVN,LOC,1409376969,237301000
72,27020815001,8449001200016000000NVN,LOC,34635695,20907076
73,27021506001,8443001110004000000NVN,LOC,224648,25312
74,27020406001,8449001200074000000NVN,LOC,0,0
75,27020102003,8449001200043000000NVN,LOC,1,1
76,27022707001,8449001200028000000NVN,LOC,62107537,47103319
77,27021331001,8449001200041000000NVN,LOC,359,364
78,27022502001,8449001200019000000NVN,LOC,987901326,712807914
79,27022706001,8449001200032000000NVN,LOC,0,0
80,27022501004,8449001200086000000NVN,LOC,21750000,21750000
81,27021502001,8449001200077000000NVN,LOC,81764105,69536537
82,27022003001,8449001200056000000NVN,LOC,652928128,552323746
83,27020202001,8449001200009000000NVN,LOC,79400000,79400000
84,27020308001,8448001100034000000NVN,LOC,9902129,8069614
85,27020801001,8443008000002002000NVN,LOC,423819,0
86,27022501006,8449001200082000000NVN,LOC,79488702,59616527
87,27021301001,8449001200010000000NVN,LOC,4122360,0
88,27020705001,8342001170004001000NVN,LOC,-39244565,0
89,27020702002,8342001170004001000NVN,LOC,34517773,9312587
90,27020104001,8448001200002000000NVN,LOC,573131156,453995184
91,27022808001,8448001100029000000NVN,LOC,10874231,10874231
92,27020105001,8448001200002000000NVN,LOC,0,0
93,27022409001,8448001100024000000NVN,LOC,386926861,330948752
94,27021226001,8342001030009000000NVN,LOC,1179,1179
95,27022607001,8342001030010000000NVN,LOC,4885030,4885030
96,27022802001,8443008000013000000NVN,LOC,147000374,142317662
97,27021503001,8342001200009000000NVN,LOC,1916425691,1247892137
98,27020330001,8448001100031000000NVN,LOC,0,0
99,27020331001,8448001100030000000NVN,LOC,23200000,11600000
100,27022207004,8449001200075000000NVN,LOC,2102278000,6139000
