S.No,DDOCODE,HOA,"ACCOUNT TYPE","BALANCE(in Rs.)","LOC(in Rs.)"
1,27020107002,8449001200063000000NVN,LOC,43024834,41698258
2,27022403001,8448001100043000000NVN,LOC,2337117,48081
3,27021311001,8449001200017000000NVN,LOC,1275458764,248197160
4,27021207001,8443001060001000000NVN,LOC,431560,197531
5,27022002001,8448001200022000000NVN,LOC,107816911,107816911
6,27021903001,8448001200005001000NVN,LOC,0,0
7,27020404001,8449001200022000000NVN,LOC,0,0
8,27020803001,8443008000027000000NVN,LOC,329142,229000
9,27022501012,8449001200024000000NVN,LOC,0,0
10,27020331001,8448001100030000000NVN,LOC,11600000,0
11,27022501011,8449001200033000000NVN,LOC,65297405,48973054
12,27022501008,8449001200002101000NVN,LOC,21369000,21369000
13,27022501010,8449001200002103000NVN,LOC,0,0
14,27021102002,8443008000001000000NVN,LOC,0,0
15,27020901004,8449001200097000000NVN,LOC,0,0
16,27022501002,8449001200031000000NVN,LOC,231691198,260399
17,27020302001,8448001100045000000NVN,LOC,0,0
18,27021901003,8448001200005002000NVN,LOC,0,0
19,27021906001,8448001100032000000NVN,LOC,0,0
20,27022207003,8448001100044000000NVN,LOC,0,0
21,27021226001,8342001030009000000NVN,LOC,585215,585215
22,27021334001,8449001200059000000NVN,LOC,0,0
23,27020913001,8449001200071000000NVN,LOC,2699323323,229453794
24,27022406001,8449001200014001000NVN,LOC,2851874528,2618171711
25,27020909001,8449001200061000000NVN,LOC,493673255,477132718
26,27022808001,8448001100029000000NVN,LOC,1064381,1064381
27,27020102002,8449001200030000000NVN,LOC,1342283733,646645760
28,27020111001,8448001100026000000NVN,LOC,669334000,0
29,27020102001,8449001200005000000NVN,LOC,536041068,41744000
30,27020702002,8342001170004002000NVN,LOC,121714852,652950
31,27022802001,8443008000013000000NVN,LOC,147505536,142822824
32,27022806001,8449001200035000000NVN,LOC,2942808,0
33,27020302002,8448001100055000000NVN,LOC,0,0
34,27022501003,8449001200087000000NVN,LOC,120533702,95393044
35,27022201001,8448001200035000000NVN,LOC,84129807,55944284
36,27022409001,8448001100024000000NVN,LOC,60545069,4566960
37,27021901001,8448001200005004000NVN,LOC,100,0
38,27020602003,8342001200010000000NVN,LOC,61324000,57679000
39,27022501007,8449001200089000000NVN,LOC,72257605,54193204
40,27022501009,8449001200002102000NVN,LOC,36250000,0
41,27021802002,8448001200036000000NVN,LOC,0,0
42,27020705001,8342001170004002000NVN,LOC,0,0
43,27021301002,8449001200036000000NVN,LOC,47167000,47167000
44,27021307001,8449001200093000000NVN,LOC,27295259,17622937
45,27022405001,8448001200009000000NVN,LOC,23033014,12098194
46,27022211001,8448001200033000000NVN,LOC,0,0
47,27020902001,8443001060001000000NVN,LOC,7150169,5307600
48,27020103001,8449001200092000000NVN,LOC,490023569,156831452
49,27020317001,8443001230001000000NVN,LOC,189534051,110713305
50,27020901001,8449001200042000000NVN,LOC,740254233,635811407
51,27021312002,8449001200098000000NVN,LOC,4948252262,2621107662
52,27020603001,8449001200053001000NVN,LOC,0,0
53,27020815001,8449001200016000000NVN,LOC,35761593,27940974
54,27021802001,8443001060001000000NVN,LOC,1209195437,497305869
55,27020407001,8449001200072000000NVN,LOC,0,0
56,27020801001,8443008000002001000NVN,LOC,759180055,2680016804
57,27022607001,8342001030010000000NVN,LOC,10030593,30593
58,27022601001,8449001200047000000NVN,LOC,6018180,0
59,27021304001,8449001200025000000NVN,LOC,0,0
60,27020104001,8448001200002000000NVN,LOC,548004170,491620406
61,27021014001,8443001040001000000NVN,LOC,38379610,0
62,27020304002,8448001100011000000NVN,LOC,0,0
63,27021008001,8449001200048000000NVN,LOC,0,0
64,27022407001,8449001200027000000NVN,LOC,1054646693,73748096
65,27022501005,8449001200080000000NVN,LOC,307345817,230509363
66,27020102003,8449001200043000000NVN,LOC,3776139000,0
67,27020901003,8443008000028000000NVN,LOC,100,0
68,27020702002,8342001170004001000NVN,LOC,34517773,9312587
69,27020705001,8342001170004001000NVN,LOC,-39244565,0
70,27022402001,8448001200020000000NVN,LOC,1626000,1626000
71,27021331001,8449001200041000000NVN,LOC,359,364
72,27020406001,8449001200074000000NVN,LOC,0,0
73,27020105001,8448001200002000000NVN,LOC,0,0
74,27020308001,8448001100034000000NVN,LOC,10519093,8686578
75,27022501004,8449001200086000000NVN,LOC,21750000,21750000
76,27021301001,8449001200010000000NVN,LOC,50896381,0
77,27022707001,8449001200028000000NVN,LOC,53025005,38020787
78,27022207001,8448001200029000000NVN,LOC,1332075969,0
79,27020202001,8449001200009000000NVN,LOC,129400000,79400000
80,27021905001,8449001200038000000NVN,LOC,315495141,216434237
81,27021506001,8443001110004000000NVN,LOC,234902,35566
82,27022706001,8449001200032000000NVN,LOC,10000000,10000000
83,27021316001,8449001200067000000NVN,LOC,479705,4300
84,27021905002,8449001200045000000NVN,LOC,178370,0
85,27020107001,8449001200062000000NVN,LOC,124374684,0
86,27022003001,8449001200056000000NVN,LOC,5358633716,306227690
87,27020306001,8443001110006000000NVN,LOC,70598766,70598766
88,27020602002,8449001200053002000NVN,LOC,458429152,426412181
89,27022502001,8449001200019000000NVN,LOC,1016599826,741506414
90,27022503001,8448001100066000000NVN,LOC,53076495,0
91,27020801001,8443008000002002000NVN,LOC,416271,0
92,27022501006,8449001200082000000NVN,LOC,79488702,59616527
93,27021502001,8449001200077000000NVN,LOC,97411485,85240416
94,27021802004,8449001200050000000NVN,LOC,0,1000000000
95,27021305001,8449001200001000000NVN,LOC,585509017,530390481
96,27022304001,8443008000009000000NVN,LOC,3270816175,982139735
97,27020204001,8449001200060000000NVN,LOC,117014762,53317600
98,27021503001,8342001200009000000NVN,LOC,1960905346,1292371792
99,27020330001,8448001100031000000NVN,LOC,0,0
