S.No,DDOCODE,HOA,"ACCOUNT TYPE","BALANCE(in Rs.)","LOC(in Rs.)"
1,27020107002,8449001200063000000NVN,LOC,86363569,86363569
2,27021311001,8449001200017000000NVN,LOC,1275179507,247917903
3,27021207001,8443001060001000000NVN,LOC,431560,197531
4,27022002001,8448001200022000000NVN,LOC,107056911,107056911
5,27021903001,8448001200005001000NVN,LOC,0,0
6,27020404001,8449001200022000000NVN,LOC,0,0
7,27020803001,8443008000027000000NVN,LOC,329142,229000
8,27022501012,8449001200024000000NVN,LOC,0,0
9,27022501011,8449001200033000000NVN,LOC,65297405,48973054
10,27022501008,8449001200002101000NVN,LOC,21369000,21369000
11,27022403001,8448001100043000000NVN,LOC,316027948,313738912
12,27022501010,8449001200002103000NVN,LOC,0,0
13,27021102002,8443008000001000000NVN,LOC,0,0
14,27020901004,8449001200097000000NVN,LOC,0,0
15,27022501002,8449001200031000000NVN,LOC,231691198,260399
16,27020302001,8448001100045000000NVN,LOC,0,0
17,27021901003,8448001200005002000NVN,LOC,0,0
18,27021906001,8448001100032000000NVN,LOC,0,0
19,27022207003,8448001100044000000NVN,LOC,0,0
20,27021226001,8342001030009000000NVN,LOC,585215,585215
21,27021334001,8449001200059000000NVN,LOC,0,0
22,27022406001,8449001200014001000NVN,LOC,2835351728,2601648911
23,27021307001,8449001200093000000NVN,LOC,27232259,17559937
24,27022409001,8448001100024000000NVN,LOC,611515668,1724559
25,27020102002,8449001200030000000NVN,LOC,1160228651,464590678
26,27020102001,8449001200005000000NVN,LOC,536041068,41744000
27,27020702002,8342001170004002000NVN,LOC,121714852,652950
28,27020909001,8449001200061000000NVN,LOC,264267955,247727418
29,27022405001,8448001200009000000NVN,LOC,22637127,13836307
30,27022802001,8443008000013000000NVN,LOC,147505536,142822824
31,27020111001,8448001100026000000NVN,LOC,446234000,446234000
32,27020103001,8449001200092000000NVN,LOC,490485534,156831452
33,27022808001,8448001100029000000NVN,LOC,1028216,1028216
34,27022806001,8449001200035000000NVN,LOC,2942808,0
35,27020302002,8448001100055000000NVN,LOC,0,0
36,27022501003,8449001200087000000NVN,LOC,120533702,95393044
37,27022201001,8448001200035000000NVN,LOC,84129807,55944284
38,27020902001,8443001060001000000NVN,LOC,7100169,5232600
39,27021901001,8448001200005004000NVN,LOC,100,0
40,27020602003,8342001200010000000NVN,LOC,61324000,57679000
41,27022501007,8449001200089000000NVN,LOC,72257605,54193204
42,27022501009,8449001200002102000NVN,LOC,36250000,0
43,27021802002,8448001200036000000NVN,LOC,0,0
44,27020705001,8342001170004002000NVN,LOC,0,0
45,27021301002,8449001200036000000NVN,LOC,47167000,47167000
46,27022211001,8448001200033000000NVN,LOC,0,0
47,27021014001,8443001040001000000NVN,LOC,38392310,0
48,27020901001,8449001200042000000NVN,LOC,715229693,610786867
49,27020801001,8443008000002001000NVN,LOC,759195175,2680016804
50,27021312002,8449001200098000000NVN,LOC,4948252262,2621107662
51,27021802001,8443001060001000000NVN,LOC,328460437,312260437
52,27022407001,8449001200027000000NVN,LOC,1012011614,31113017
53,27021304001,8449001200025000000NVN,LOC,183868000,0
54,27020407001,8449001200072000000NVN,LOC,0,0
55,27020603001,8449001200053001000NVN,LOC,0,0
56,27022607001,8342001030010000000NVN,LOC,10030593,30593
57,27022601001,8449001200047000000NVN,LOC,6018180,0
58,27020104001,8448001200002000000NVN,LOC,537727373,481176137
59,27020317001,8443001230001000000NVN,LOC,134325191,45542583
60,27021008001,8449001200048000000NVN,LOC,91452343,68589256
61,27020102003,8449001200043000000NVN,LOC,3397196421,3397196421
62,27020304002,8448001100011000000NVN,LOC,0,0
63,27022501005,8449001200080000000NVN,LOC,307345817,230509363
64,27020815001,8449001200016000000NVN,LOC,34555712,26735093
65,27020901003,8443008000028000000NVN,LOC,100,0
66,27020702002,8342001170004001000NVN,LOC,34517773,9312587
67,27020705001,8342001170004001000NVN,LOC,-39244565,0
68,27022402001,8448001200020000000NVN,LOC,1626000,1626000
69,27021331001,8449001200041000000NVN,LOC,359,364
70,27020406001,8449001200074000000NVN,LOC,0,0
71,27020105001,8448001200002000000NVN,LOC,0,0
72,27022501004,8449001200086000000NVN,LOC,21750000,21750000
73,27021301001,8449001200010000000NVN,LOC,50896381,0
74,27022707001,8449001200028000000NVN,LOC,53025005,38020787
75,27020801001,8443008000002002000NVN,LOC,417387,0
76,27021506001,8443001110004000000NVN,LOC,224648,25312
77,27021316001,8449001200067000000NVN,LOC,479705,4300
78,27021905002,8449001200045000000NVN,LOC,178370,0
79,27020107001,8449001200062000000NVN,LOC,0,0
80,27022706001,8449001200032000000NVN,LOC,0,0
81,27022502001,8449001200019000000NVN,LOC,1016599826,741506414
82,27020306001,8443001110006000000NVN,LOC,69654561,69654561
83,27022003001,8449001200056000000NVN,LOC,5344258199,383256544
84,27022501006,8449001200082000000NVN,LOC,79488702,59616527
85,27021905001,8449001200038000000NVN,LOC,284298474,184401640
86,27020308001,8448001100034000000NVN,LOC,10362369,8529854
87,27020202001,8449001200009000000NVN,LOC,79400000,29400000
88,27022207001,8448001200029000000NVN,LOC,1857888969,0
89,27020602002,8449001200053002000NVN,LOC,457309902,424690091
