S.No,DDOCODE,HOA,"ACCOUNT TYPE","BALANCE(in Rs.)","LOC(in Rs.)"
1,27020107002,8449001200063000000NVN,LOC,64898373,64898373
2,27021311001,8449001200017000000NVN,LOC,1275179507,247917903
3,27021903001,8448001200005001000NVN,LOC,0,0
4,27020404001,8449001200022000000NVN,LOC,0,0
5,27020803001,8443008000027000000NVN,LOC,329142,229000
6,27022501012,8449001200024000000NVN,LOC,0,0
7,27022501011,8449001200033000000NVN,LOC,65297405,48973054
8,27022501008,8449001200002101000NVN,LOC,21369000,21369000
9,27021207001,8443001060001000000NVN,LOC,431660,197531
10,27022002001,8448001200022000000NVN,LOC,107043261,107043261
11,27022403001,8448001100043000000NVN,LOC,385774227,383485191
12,27022501010,8449001200002103000NVN,LOC,0,0
13,27021102002,8443008000001000000NVN,LOC,0,0
14,27020901004,8449001200097000000NVN,LOC,0,0
15,27022501002,8449001200031000000NVN,LOC,231691198,260399
16,27020302001,8448001100045000000NVN,LOC,0,0
17,27021901003,8448001200005002000NVN,LOC,0,0
18,27021906001,8448001100032000000NVN,LOC,0,0
19,27022207003,8448001100044000000NVN,LOC,0,0
20,27021226001,8342001030009000000NVN,LOC,585215,585215
21,27021334001,8449001200059000000NVN,LOC,0,0
22,27022406001,8449001200014001000NVN,LOC,2835351728,2601648911
23,27020102002,8449001200030000000NVN,LOC,947617389,251979416
24,27022808001,8448001100029000000NVN,LOC,868769,868769
25,27020102001,8449001200005000000NVN,LOC,536041068,41744000
26,27020702002,8342001170004002000NVN,LOC,121714852,652950
27,27020909001,8449001200061000000NVN,LOC,264267955,247727418
28,27020111001,8448001100026000000NVN,LOC,446234000,446234000
29,27022405001,8448001200009000000NVN,LOC,22637127,17203307
30,27021307001,8449001200093000000NVN,LOC,27243043,17559937
31,27022802001,8443008000013000000NVN,LOC,147505536,142822824
32,27022201001,8448001200035000000NVN,LOC,83245807,55060284
33,27020103001,8449001200092000000NVN,LOC,490485534,232376920
34,27022806001,8449001200035000000NVN,LOC,2942808,0
35,27021802002,8448001200036000000NVN,LOC,880735000,0
36,27022501003,8449001200087000000NVN,LOC,120533702,95393044
37,27022409001,8448001100024000000NVN,LOC,925501668,1724559
38,27020302002,8448001100055000000NVN,LOC,0,0
39,27020902001,8443001060001000000NVN,LOC,7000169,5132600
40,27021901001,8448001200005004000NVN,LOC,100,0
41,27020602003,8342001200010000000NVN,LOC,61324000,57679000
42,27022501007,8449001200089000000NVN,LOC,72257605,54193204
43,27022501009,8449001200002102000NVN,LOC,36250000,0
44,27020705001,8342001170004002000NVN,LOC,0,0
45,27021301002,8449001200036000000NVN,LOC,47167000,47167000
46,27022211001,8448001200033000000NVN,LOC,0,0
47,27020317001,8443001230001000000NVN,LOC,134758704,45542583
48,27022407001,8449001200027000000NVN,LOC,852699253,708288936
49,27020901001,8449001200042000000NVN,LOC,715229693,610786867
50,27021312002,8449001200098000000NVN,LOC,4948252262,2621107662
51,27022607001,8342001030010000000NVN,LOC,7439830,7439830
52,27020104001,8448001200002000000NVN,LOC,525630252,468932521
53,27021802001,8443001060001000000NVN,LOC,329221841,312260437
54,27020407001,8449001200072000000NVN,LOC,0,0
55,27022601001,8449001200047000000NVN,LOC,6018180,0
56,27020901003,8443008000028000000NVN,LOC,1250000100,0
57,27021014001,8443001040001000000NVN,LOC,38392310,0
58,27020102003,8449001200043000000NVN,LOC,3397196421,3397196421
59,27021008001,8449001200048000000NVN,LOC,91452343,68589256
60,27020801001,8443008000002001000NVN,LOC,2422207129,2680016804
61,27020304002,8448001100011000000NVN,LOC,0,0
62,27020603001,8449001200053001000NVN,LOC,0,0
63,27022501005,8449001200080000000NVN,LOC,307345817,230509363
64,27020815001,8449001200016000000NVN,LOC,34555712,26735093
65,27021304001,8449001200025000000NVN,LOC,156868000,0
66,27020702002,8342001170004001000NVN,LOC,34517773,9312587
67,27020705001,8342001170004001000NVN,LOC,-39244565,0
68,27022402001,8448001200020000000NVN,LOC,1626000,1626000
69,27021331001,8449001200041000000NVN,LOC,359,364
70,27020406001,8449001200074000000NVN,LOC,0,0
71,27021502001,8449001200077000000NVN,LOC,90293652,78100407
72,27022501004,8449001200086000000NVN,LOC,21750000,21750000
73,27021301001,8449001200010000000NVN,LOC,50896381,0
74,27021905001,8449001200038000000NVN,LOC,261595974,161699140
75,27020801001,8443008000002002000NVN,LOC,417387,0
76,27020602002,8449001200053002000NVN,LOC,456813792,424193981
77,27021506001,8443001110004000000NVN,LOC,224648,25312
78,27021316001,8449001200067000000NVN,LOC,479705,4300
79,27021905002,8449001200045000000NVN,LOC,178370,0
80,27022707001,8449001200028000000NVN,LOC,55742607,37972389
81,27022706001,8449001200032000000NVN,LOC,0,0
82,27022502001,8449001200019000000NVN,LOC,1016599826,741506414
83,27022503001,8448001100066000000NVN,LOC,71633797,58202302
84,27022501006,8449001200082000000NVN,LOC,79488702,59616527
85,27022207001,8448001200029000000NVN,LOC,1857888969,160000000
86,27020308001,8448001100034000000NVN,LOC,10362369,8529854
87,27020202001,8449001200009000000NVN,LOC,79400000,29400000
88,27022003001,8449001200056000000NVN,LOC,5335609811,407908156
89,27020107001,8449001200062000000NVN,LOC,4334160,0
90,27020306001,8443001110006000000NVN,LOC,68871035,68871035
91,27020105001,8448001200002000000NVN,LOC,1432618,0
92,27021802004,8449001200050000000NVN,LOC,1000000000,1000000000
93,27021305001,8449001200001000000NVN,LOC,585509017,530390481
94,27020913001,8449001200071000000NVN,LOC,2541920186,47050657
95,27022304001,8443008000009000000NVN,LOC,3899630090,373810503
96,27020204001,8449001200060000000NVN,LOC,111107552,47410390
97,27021503001,8342001200009000000NVN,LOC,1947100691,1278567137
98,27020330001,8448001100031000000NVN,LOC,0,0
99,27020331001,8448001100030000000NVN,LOC,11600000,0
100,27022207004,8449001200075000000NVN,LOC,0,0
