S.No,DDOCODE,HOA,"ACCOUNT TYPE","BALANCE(in Rs.)","LOC(in Rs.)"
1,27021311001,8449001200017000000NVN,LOC,1275179507,247917903
2,27022403001,8448001100043000000NVN,LOC,480947022,381904653
3,27020107002,8449001200063000000NVN,LOC,30031373,30031373
4,27021903001,8448001200005001000NVN,LOC,0,0
5,27020404001,8449001200022000000NVN,LOC,0,0
6,27020803001,8443008000027000000NVN,LOC,329142,229000
7,27022501012,8449001200024000000NVN,LOC,0,0
8,27022501011,8449001200033000000NVN,LOC,65297405,48973054
9,27022501008,8449001200002101000NVN,LOC,21369000,21369000
10,27021207001,8443001060001000000NVN,LOC,431660,197531
11,27022002001,8448001200022000000NVN,LOC,107011261,107011261
12,27022501010,8449001200002103000NVN,LOC,0,0
13,27021102002,8443008000001000000NVN,LOC,0,0
14,27020901004,8449001200097000000NVN,LOC,0,0
15,27022501002,8449001200031000000NVN,LOC,231691198,260399
16,27020302001,8448001100045000000NVN,LOC,0,0
17,27021901003,8448001200005002000NVN,LOC,0,0
18,27021906001,8448001100032000000NVN,LOC,0,0
19,27022207003,8448001100044000000NVN,LOC,0,0
20,27021226001,8342001030009000000NVN,LOC,585215,585215
21,27021334001,8449001200059000000NVN,LOC,0,0
22,27022406001,8449001200014001000NVN,LOC,2835351728,2601648911
23,27022201001,8448001200035000000NVN,LOC,83245807,55060284
24,27022802001,8443008000013000000NVN,LOC,147295536,142612824
25,27020902001,8443001060001000000NVN,LOC,7000169,5132600
26,27020702002,8342001170004002000NVN,LOC,121714852,652950
27,27020909001,8449001200061000000NVN,LOC,264267955,247727418
28,27020111001,8448001100026000000NVN,LOC,446234000,446234000
29,27022409001,8448001100024000000NVN,LOC,925501668,869523559
30,27022808001,8448001100029000000NVN,LOC,24009190,24009190
31,27020102002,8449001200030000000NVN,LOC,947562654,251924681
32,27020103001,8449001200092000000NVN,LOC,414940066,156831452
33,27022806001,8449001200035000000NVN,LOC,2942808,0
34,27020102001,8449001200005000000NVN,LOC,1330703028,41744000
